DATA_ATUAL HORA_ATUAL PID  MEMTOTAL %CPU %MEM TIME MSECOND
2023-03-28 01:37:26 38043 3892952  1.9  2.9 00:00:06 6846000
2023-03-28 01:37:27 38043 3892952  1.9  2.9 00:00:06 6846000
2023-03-28 01:37:28 38043 3892952  1.9  2.9 00:00:06 6846000
2023-03-28 01:37:29 38043 3892952  1.9  2.9 00:00:06 6846000
2023-03-28 01:37:30 38043 3892952  1.9  2.9 00:00:06 6846000
2023-03-28 01:37:31 38043 3892952  1.9  2.9 00:00:06 6846000
2023-03-28 01:37:32 38043 3892952  1.9  2.9 00:00:06 6846000
2023-03-28 01:37:33 38043 3892952  1.9  2.9 00:00:06 6846000
2023-03-28 01:37:34 38043 3892952  1.9  2.9 00:00:06 6846000
2023-03-28 01:37:35 38043 3892952  1.9  2.9 00:00:06 6846000
2023-03-28 01:37:36 38043 3892952  1.9  2.9 00:00:06 6846000
2023-03-28 01:37:38 38043 3892952  1.9  2.9 00:00:06 6846000
2023-03-28 01:37:39 38043 3892952  1.9  2.9 00:00:06 6846000
2023-03-28 01:37:40 38043 3892952  1.9  2.9 00:00:06 6846000
2023-03-28 01:37:41 38043 3892952  1.8  2.9 00:00:06 6486000
2023-03-28 01:37:42 38043 3892952  1.8  2.9 00:00:06 6486000
2023-03-28 01:37:43 38043 3892952  1.8  2.9 00:00:06 6486000
2023-03-28 01:37:44 38043 3892952  1.8  2.9 00:00:06 6486000
2023-03-28 01:37:45 38043 3892952  1.8  2.9 00:00:06 6486000
2023-03-28 01:37:46 38043 3892952  1.8  2.9 00:00:06 6486000
2023-03-28 01:37:47 38043 3892952  1.8  2.9 00:00:06 6486000
2023-03-28 01:37:48 38043 3892952  1.8  2.9 00:00:06 6486000
2023-03-28 01:37:49 38043 3892952  1.8  2.9 00:00:06 6486000
2023-03-28 01:37:50 38043 3892952  1.8  2.9 00:00:06 6486000
2023-03-28 01:37:51 38043 3892952  1.8  2.9 00:00:06 6486000
