DATA_ATUAL HORA_ATUAL PID  MEMTOTAL %CPU %MEM TIME MSECOND
2023-03-29 02:24:20 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:21 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:22 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:23 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:24 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:25 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:26 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:27 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:28 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:29 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:31 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:32 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:33 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:34 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:35 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:36 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:37 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:38 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:39 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:40 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:41 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:42 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:43 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:44 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:45 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:46 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:47 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:48 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:49 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:50 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:52 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:53 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:54 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:55 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:56 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:57 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:58 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:59 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:00 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:01 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:02 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:03 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:04 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:05 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:06 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:07 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:08 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:09 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:10 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:11 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:12 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:14 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:15 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:16 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:17 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:18 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:19 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:20 87615 3892952  0.2  0.1 00:00:00 720000
