DATA_ATUAL HORA_ATUAL PID  MEMTOTAL %CPU %MEM TIME MSECOND
2023-03-28 02:13:11 44351 3892952  2.4  3.1 00:00:06 8646000
2023-03-28 02:13:12 44351 3892952  2.4  3.1 00:00:06 8646000
2023-03-28 02:13:13 44351 3892952  2.4  3.1 00:00:06 8646000
2023-03-28 02:13:14 44351 3892952  2.4  3.1 00:00:06 8646000
2023-03-28 02:13:15 44351 3892952  2.4  3.1 00:00:06 8646000
2023-03-28 02:13:16 44351 3892952  2.4  3.1 00:00:06 8646000
2023-03-28 02:13:17 44351 3892952  2.4  3.1 00:00:06 8646000
2023-03-28 02:13:18 44351 3892952  2.3  3.1 00:00:06 8286000
2023-03-28 02:13:19 44351 3892952  2.3  3.1 00:00:06 8286000
2023-03-28 02:13:20 44351 3892952  2.3  3.1 00:00:07 8287000
2023-03-28 02:13:21 44351 3892952  2.3  3.1 00:00:07 8287000
2023-03-28 02:13:22 44351 3892952  2.3  3.1 00:00:07 8287000
2023-03-28 02:13:24 44351 3892952  2.3  3.1 00:00:07 8287000
2023-03-28 02:13:25 44351 3892952  2.3  3.1 00:00:07 8287000
2023-03-28 02:13:26 44351 3892952  2.3  3.1 00:00:07 8287000
2023-03-28 02:13:27 44351 3892952  2.3  3.1 00:00:07 8287000
2023-03-28 02:13:28 44351 3892952  2.3  3.1 00:00:07 8287000
2023-03-28 02:13:29 44351 3892952  2.3  3.1 00:00:07 8287000
2023-03-28 02:13:30 44351 3892952  2.3  3.1 00:00:07 8287000
2023-03-28 02:13:31 44351 3892952  2.3  3.1 00:00:07 8287000
2023-03-28 02:13:32 44351 3892952  2.3  3.1 00:00:07 8287000
2023-03-28 02:13:33 44351 3892952  2.2  3.1 00:00:07 7.927e+06
2023-03-28 02:13:34 44351 3892952  2.2  3.1 00:00:07 7.927e+06
2023-03-28 02:13:35 44351 3892952  2.2  3.1 00:00:07 7.927e+06
2023-03-28 02:13:36 44351 3892952  2.2  3.1 00:00:07 7.927e+06
2023-03-28 02:13:37 44351 3892952  2.2  3.1 00:00:07 7.927e+06
2023-03-28 02:13:38 44351 3892952  2.2  3.1 00:00:07 7.927e+06
2023-03-28 02:13:39 44351 3892952  2.2  3.1 00:00:07 7.927e+06
2023-03-28 02:13:40 44351 3892952  2.2  3.1 00:00:07 7.927e+06
2023-03-28 02:13:41 44351 3892952  2.2  3.1 00:00:07 7.927e+06
2023-03-28 02:13:42 44351 3892952  2.2  3.1 00:00:07 7.927e+06
2023-03-28 02:13:43 44351 3892952  2.2  3.1 00:00:07 7.927e+06
2023-03-28 02:13:45 44351 3892952  2.2  3.1 00:00:07 7.927e+06
2023-03-28 02:13:46 44351 3892952  2.2  3.1 00:00:07 7.927e+06
2023-03-28 02:13:47 44351 3892952  2.2  3.1 00:00:07 7.927e+06
2023-03-28 02:13:48 44351 3892952  2.2  3.1 00:00:07 7.927e+06
2023-03-28 02:13:49 44351 3892952  2.2  3.1 00:00:07 7.927e+06
2023-03-28 02:13:50 44351 3892952  2.2  3.1 00:00:07 7.927e+06
2023-03-28 02:13:51 44351 3892952  2.2  3.1 00:00:07 7.927e+06
2023-03-28 02:13:52 44351 3892952  2.1  3.1 00:00:07 7567000
2023-03-28 02:13:53 44351 3892952  2.1  3.1 00:00:07 7567000
2023-03-28 02:13:54 44351 3892952  2.1  3.1 00:00:07 7567000
